transaction_id,customer_id,merchant_id,amount,transaction_time,Day,is_fraudulent,card_type,Category Risk,Risk,location,purchase_category,purchase risk,customer_age,Age group,transaction_description,score
701,1058,2005,8555.24,1/1/2023 0:11,1,1,Discover,Suspicious,105,City-9,Gas Station,high,57,50+,Purchase at Merchant-2005,High Risk
8157,1090,2042,8554.64,1/1/2023 2:15,1,0,Visa,Suspicious,111,City-1,Restaurant,Low,29,21-30,Purchase at Merchant-2042,Low Risk
7450,1068,2011,8554.61,1/1/2023 2:04,1,1,Discover,Suspicious,96,City-28,Online Shopping,high,43,40-50,Purchase at Merchant-2011,Low Risk
1350,1057,2082,8553.79,1/1/2023 0:22,1,1,American Express,Suspicious,103,City-26,Retail,high,60,50+,Purchase at Merchant-2082,High Risk
9929,1096,2023,8553.57,1/1/2023 2:45,0:00,0,American Express,Suspicious,98,City-9,Retail,Low,51,50+,Purchase at Merchant-2023,Low Risk
5922,1010,2044,8552.53,1/1/2023 1:38,1,0,American Express,Suspicious,101,City-20,Restaurant,Low,39,31-40,Purchase at Merchant-2044,Low Risk
4950,1083,2038,8552.29,1/1/2023 1:22,1,0,American Express,Suspicious,111,City-24,Restaurant,Low,67,50+,Purchase at Merchant-2038,Low Risk
2869,1099,2016,8550.24,1/1/2023 0:47,1,1,Visa,Suspicious,116,City-18,Restaurant,high,47,40-50,Purchase at Merchant-2016,High Risk
3999,1081,2090,8549.26,1/1/2023 1:06,1,1,American Express,Suspicious,97,City-49,Retail,high,60,50+,Purchase at Merchant-2090,Low Risk
5849,1058,2065,8547.56,1/1/2023 1:37,1,0,MasterCard,Suspicious,105,City-37,Restaurant,Low,32,31-40,Purchase at Merchant-2065,Low Risk
6675,1089,2079,8547.15,1/1/2023 1:51,1,0,Discover,Suspicious,115,City-41,Travel,Low,20,0-20,Purchase at Merchant-2079,Low Risk
2345,1006,2020,8545.95,1/1/2023 0:39,1,1,Discover,Suspicious,108,City-46,Online Shopping,high,50,40-50,Purchase at Merchant-2020,High Risk
2901,1065,2044,8540.14,1/1/2023 0:48,1,1,Discover,Suspicious,99,City-48,Travel,high,53,50+,Purchase at Merchant-2044,Low Risk
84,1021,2014,8539.61,1/1/2023 0:01,1,1,Discover,Suspicious,96,City-48,Travel,high,46,40-50,Purchase at Merchant-2014,Low Risk
3239,1091,2100,8538.96,1/1/2023 0:53,1,1,MasterCard,Suspicious,103,City-29,Gas Station,high,26,21-30,Purchase at Merchant-2100,High Risk
566,1033,2014,8537.02,1/1/2023 0:09,1,0,MasterCard,Suspicious,81,City-39,Online Shopping,Low,31,31-40,Purchase at Merchant-2014,Low Risk
7441,1094,2015,8536.54,1/1/2023 2:04,1,1,Visa,Suspicious,102,City-9,Gas Station,high,30,21-30,Purchase at Merchant-2015,High Risk
1415,1038,2046,8536.53,1/1/2023 0:23,1,1,Discover,Suspicious,98,City-4,Gas Station,high,68,50+,Purchase at Merchant-2046,Low Risk
1159,1075,2086,8533.45,1/1/2023 0:19,1,0,American Express,Suspicious,91,City-18,Groceries,Low,57,50+,Purchase at Merchant-2086,Low Risk
6003,1063,2057,8533.22,1/1/2023 1:40,1,1,American Express,Suspicious,111,City-16,Groceries,high,28,21-30,Purchase at Merchant-2057,High Risk
7514,1033,2056,8531.94,1/1/2023 2:05,1,0,American Express,Suspicious,81,City-48,Online Shopping,Low,60,50+,Purchase at Merchant-2056,Low Risk
9632,1065,2037,8530.28,1/1/2023 2:40,1,1,Visa,Suspicious,99,City-6,Restaurant,high,31,31-40,Purchase at Merchant-2037,Low Risk
4866,1077,2097,8530.11,1/1/2023 1:21,1,0,American Express,Suspicious,100,City-30,Gas Station,Low,32,31-40,Purchase at Merchant-2097,Low Risk
7349,1071,2011,8529.59,1/1/2023 2:02,1,0,MasterCard,Suspicious,113,City-5,Travel,Low,63,50+,Purchase at Merchant-2011,Low Risk
3688,1004,2029,8528.89,1/1/2023 1:01,1,1,Visa,Suspicious,87,City-46,Restaurant,high,24,21-30,Purchase at Merchant-2029,Low Risk
9428,1089,2032,8528.89,1/1/2023 2:37,1,0,MasterCard,Suspicious,115,City-37,Travel,Low,21,21-30,Purchase at Merchant-2032,Low Risk
183,1093,2057,8528.48,1/1/2023 0:03,1,0,Discover,Suspicious,99,City-10,Retail,Low,30,21-30,Purchase at Merchant-2057,Low Risk
337,1034,2075,8528.29,1/1/2023 0:05,1,0,Discover,Suspicious,100,City-36,Gas Station,Low,28,21-30,Purchase at Merchant-2075,Low Risk
1199,1047,2032,8525.43,1/1/2023 0:19,1,0,American Express,Suspicious,102,City-4,Groceries,Low,19,0-20,Purchase at Merchant-2032,Low Risk
4522,1032,2051,8525.23,1/1/2023 1:15,1,1,Discover,Suspicious,98,City-50,Gas Station,high,32,31-40,Purchase at Merchant-2051,Low Risk
2331,1011,2040,8523.56,1/1/2023 0:38,1,0,Discover,Suspicious,100,City-43,Restaurant,Low,37,31-40,Purchase at Merchant-2040,Low Risk
7675,1006,2001,8523.26,1/1/2023 2:07,1,0,MasterCard,Suspicious,108,City-40,Restaurant,Low,65,50+,Purchase at Merchant-2001,Low Risk
1321,1051,2049,8523.13,1/1/2023 0:22,1,1,MasterCard,Suspicious,96,City-24,Online Shopping,high,28,21-30,Purchase at Merchant-2049,Low Risk
3661,1097,2052,8519.35,1/1/2023 1:01,1,0,Discover,Suspicious,95,City-6,Retail,Low,35,31-40,Purchase at Merchant-2052,Low Risk
8329,1018,2002,8519.32,1/1/2023 2:18,1,1,Visa,Suspicious,116,City-35,Retail,high,56,50+,Purchase at Merchant-2002,High Risk
5546,1058,2074,8518.16,1/1/2023 1:32,1,1,Visa,Suspicious,105,City-6,Retail,high,22,21-30,Purchase at Merchant-2074,High Risk
5190,1008,2085,8517.74,1/1/2023 1:26,1,1,MasterCard,Suspicious,91,City-19,Online Shopping,high,46,40-50,Purchase at Merchant-2085,Low Risk
90,1090,2033,8517.45,1/1/2023 0:01,1,0,Discover,Suspicious,111,City-43,Online Shopping,Low,62,50+,Purchase at Merchant-2033,Low Risk
9481,1081,2089,8516.15,1/1/2023 2:38,1,1,Visa,Suspicious,97,City-5,Online Shopping,high,50,40-50,Purchase at Merchant-2089,Low Risk
7547,1018,2091,8515.01,1/1/2023 2:05,1,0,Visa,Suspicious,116,City-10,Retail,Low,54,50+,Purchase at Merchant-2091,Low Risk
5543,1085,2078,8514.82,1/1/2023 1:32,1,0,Visa,Suspicious,120,City-49,Groceries,Low,22,21-30,Purchase at Merchant-2078,Low Risk
7635,1097,2023,8512.31,1/1/2023 2:07,1,1,Discover,Suspicious,95,City-50,Travel,high,60,50+,Purchase at Merchant-2023,Low Risk
8006,1039,2077,8510.63,1/1/2023 2:13,1,0,Discover,Suspicious,115,City-29,Retail,Low,26,21-30,Purchase at Merchant-2077,Low Risk
2540,1080,2021,8510.22,1/1/2023 0:42,1,1,Discover,Suspicious,87,City-41,Retail,high,22,21-30,Purchase at Merchant-2021,Low Risk
9300,1094,2031,8509.81,1/1/2023 2:34,1,1,American Express,Suspicious,102,City-16,Restaurant,high,33,31-40,Purchase at Merchant-2031,High Risk
9504,1018,2015,8509.57,1/1/2023 2:38,1,0,Discover,Suspicious,116,City-44,Restaurant,Low,55,50+,Purchase at Merchant-2015,Low Risk
8042,1001,2032,8508.08,1/1/2023 2:14,1,0,Discover,Suspicious,86,City-29,Retail,Low,62,50+,Purchase at Merchant-2032,Low Risk
5792,1010,2076,8507.58,1/1/2023 1:36,1,0,Discover,Suspicious,101,City-11,Retail,Low,29,21-30,Purchase at Merchant-2076,Low Risk
842,1092,2098,8507.36,1/1/2023 0:14,1,1,American Express,Suspicious,84,City-22,Travel,high,40,31-40,Purchase at Merchant-2098,Low Risk
7272,1012,2028,8506.88,1/1/2023 2:01,1,1,MasterCard,Suspicious,114,City-32,Groceries,high,43,40-50,Purchase at Merchant-2028,High Risk
8303,1028,2036,8505.7,1/1/2023 2:18,1,1,American Express,Suspicious,89,City-10,Groceries,high,22,21-30,Purchase at Merchant-2036,Low Risk
9646,1028,2059,8504.86,1/1/2023 2:40,1,0,Discover,Suspicious,89,City-13,Online Shopping,Low,69,50+,Purchase at Merchant-2059,Low Risk
8696,1008,2022,8504.59,1/1/2023 2:24,1,1,Discover,Suspicious,91,City-5,Restaurant,high,38,31-40,Purchase at Merchant-2022,Low Risk
1843,1042,2011,8503.95,1/1/2023 0:30,1,0,MasterCard,Suspicious,106,City-45,Restaurant,Low,49,40-50,Purchase at Merchant-2011,Low Risk
2672,1006,2031,8502.72,1/1/2023 0:44,1,0,Discover,Suspicious,108,City-20,Gas Station,Low,50,40-50,Purchase at Merchant-2031,Low Risk
5456,1044,2082,8501.47,1/1/2023 1:30,1,1,Visa,Suspicious,94,City-33,Gas Station,high,42,40-50,Purchase at Merchant-2082,Low Risk
5129,1061,2022,8500.89,1/1/2023 1:25,1,1,Discover,Suspicious,115,City-49,Online Shopping,high,46,40-50,Purchase at Merchant-2022,High Risk
8011,1100,2075,8500.71,1/1/2023 2:13,1,1,American Express,Suspicious,103,City-29,Online Shopping,high,49,40-50,Purchase at Merchant-2075,High Risk
9231,1046,2001,8499.6,1/1/2023 2:33,1,0,Visa,Suspicious,93,City-25,Restaurant,Low,55,50+,Purchase at Merchant-2001,Low Risk
1472,1033,2033,8498.87,1/1/2023 0:24,1,0,American Express,Suspicious,81,City-39,Online Shopping,Low,28,21-30,Purchase at Merchant-2033,Low Risk
9212,1086,2045,8498.75,1/1/2023 2:33,1,1,Discover,Suspicious,92,City-20,Retail,high,37,31-40,Purchase at Merchant-2045,Low Risk
3331,1008,2015,8497.7,1/1/2023 0:55,1,0,Visa,Suspicious,91,City-11,Restaurant,Low,24,21-30,Purchase at Merchant-2015,Low Risk
834,1090,2016,8497.4,1/1/2023 0:13,1,0,Discover,Suspicious,111,City-10,Retail,Low,65,50+,Purchase at Merchant-2016,Low Risk
2410,1028,2040,8496.96,1/1/2023 0:40,1,1,MasterCard,Suspicious,89,City-32,Gas Station,high,28,21-30,Purchase at Merchant-2040,Low Risk
5703,1070,2034,8493,1/1/2023 1:35,1,0,Visa,Suspicious,105,City-28,Travel,Low,50,40-50,Purchase at Merchant-2034,Low Risk
9959,1059,2096,8492.84,1/1/2023 2:45,0:00,0,American Express,Suspicious,118,City-44,Gas Station,Low,45,40-50,Purchase at Merchant-2096,Low Risk
7820,1007,2010,8492.31,1/1/2023 2:10,1,1,Visa,Suspicious,103,City-5,Groceries,high,34,31-40,Purchase at Merchant-2010,High Risk
2292,1061,2033,8491.23,1/1/2023 0:38,1,1,Visa,Suspicious,115,City-35,Travel,high,43,40-50,Purchase at Merchant-2033,High Risk
9629,1093,2047,8489.56,1/1/2023 2:40,1,1,American Express,Suspicious,99,City-33,Retail,high,18,0-20,Purchase at Merchant-2047,Low Risk
6,1032,2021,8487.68,1/1/23 0:00,1,1,American Express,Suspicious,98,City-1,Gas Station,high,43,40-50,Purchase at Merchant-2021,Low Risk
407,1080,2045,8486.08,1/1/2023 0:06,1,0,Discover,Suspicious,87,City-5,Gas Station,Low,32,31-40,Purchase at Merchant-2045,Low Risk
9889,1061,2026,8485.72,1/1/2023 2:44,1,1,Discover,Suspicious,115,City-47,Retail,high,42,40-50,Purchase at Merchant-2026,High Risk
4343,1089,2003,8484.3,1/1/2023 1:12,1,1,Visa,Suspicious,115,City-14,Travel,high,47,40-50,Purchase at Merchant-2003,High Risk
5203,1100,2012,8484.08,1/1/2023 1:26,1,0,American Express,Suspicious,103,City-21,Online Shopping,Low,63,50+,Purchase at Merchant-2012,Low Risk
7900,1025,2063,8483.12,1/1/2023 2:11,1,0,MasterCard,Suspicious,91,City-3,Restaurant,Low,25,21-30,Purchase at Merchant-2063,Low Risk
3315,1086,2087,8482.73,1/1/2023 0:55,1,0,Discover,Suspicious,92,City-12,Groceries,Low,28,21-30,Purchase at Merchant-2087,Low Risk
5940,1069,2074,8482.55,1/1/2023 1:38,1,1,Discover,Suspicious,109,City-37,Retail,high,48,40-50,Purchase at Merchant-2074,High Risk
2934,1018,2062,8480.96,1/1/2023 0:48,1,1,MasterCard,Suspicious,116,City-42,Online Shopping,high,59,50+,Purchase at Merchant-2062,High Risk
8907,1007,2004,8479.72,1/1/2023 2:28,1,0,American Express,Suspicious,103,City-35,Online Shopping,Low,55,50+,Purchase at Merchant-2004,Low Risk
7893,1064,2020,8479.69,1/1/2023 2:11,1,1,MasterCard,Suspicious,97,City-50,Retail,high,61,50+,Purchase at Merchant-2020,Low Risk
3532,1022,2015,8479.43,1/1/2023 0:58,1,1,American Express,Suspicious,93,City-14,Restaurant,high,33,31-40,Purchase at Merchant-2015,Low Risk
8684,1050,2100,8477.17,1/1/2023 2:24,1,0,Visa,Suspicious,102,City-45,Gas Station,Low,60,50+,Purchase at Merchant-2100,Low Risk
6013,1009,2023,8475.58,1/1/2023 1:40,1,1,American Express,Suspicious,99,City-24,Gas Station,high,35,31-40,Purchase at Merchant-2023,Low Risk
6394,1082,2029,8475.35,1/1/2023 1:46,1,0,MasterCard,Suspicious,111,City-36,Groceries,Low,25,21-30,Purchase at Merchant-2029,Low Risk
9221,1040,2033,8474.87,1/1/2023 2:33,1,0,Discover,Suspicious,92,City-45,Retail,Low,28,21-30,Purchase at Merchant-2033,Low Risk
837,1048,2021,8474.35,1/1/2023 0:13,1,1,MasterCard,Suspicious,99,City-13,Gas Station,high,64,50+,Purchase at Merchant-2021,Low Risk
1857,1086,2060,8473.79,1/1/2023 0:30,1,1,Discover,Suspicious,92,City-45,Travel,high,44,40-50,Purchase at Merchant-2060,Low Risk
1025,1024,2032,8473.27,1/1/2023 0:17,1,0,MasterCard,Suspicious,89,City-17,Retail,Low,54,50+,Purchase at Merchant-2032,Low Risk
1218,1078,2041,8472.76,1/1/2023 0:20,1,1,MasterCard,Suspicious,94,City-36,Online Shopping,high,52,50+,Purchase at Merchant-2041,Low Risk
3083,1017,2039,8470.26,1/1/2023 0:51,1,0,American Express,Suspicious,100,City-5,Groceries,Low,31,31-40,Purchase at Merchant-2039,Low Risk
4821,1045,2041,8468.35,1/1/2023 1:20,1,1,MasterCard,Suspicious,96,City-36,Gas Station,high,44,40-50,Purchase at Merchant-2041,Low Risk
7197,1055,2093,8468.29,1/1/2023 1:59,1,1,American Express,Suspicious,90,City-6,Groceries,high,55,50+,Purchase at Merchant-2093,Low Risk
8331,1054,2042,8467.82,1/1/2023 2:18,1,0,American Express,Suspicious,100,City-39,Online Shopping,Low,47,40-50,Purchase at Merchant-2042,Low Risk
8292,1090,2012,8467.79,1/1/2023 2:18,1,1,American Express,Suspicious,111,City-39,Gas Station,high,22,21-30,Purchase at Merchant-2012,High Risk
9378,1061,2025,8467.12,1/1/2023 2:36,1,0,American Express,Suspicious,115,City-45,Online Shopping,Low,49,40-50,Purchase at Merchant-2025,Low Risk
947,1063,2100,8466.91,1/1/2023 0:15,1,0,Visa,Suspicious,111,City-46,Gas Station,Low,53,50+,Purchase at Merchant-2100,Low Risk
2146,1035,2044,8466.9,1/1/2023 0:35,1,1,American Express,Suspicious,92,City-9,Online Shopping,high,33,31-40,Purchase at Merchant-2044,Low Risk
4352,1040,2019,8466.65,1/1/2023 1:12,1,1,Discover,Suspicious,92,City-12,Groceries,high,18,0-20,Purchase at Merchant-2019,Low Risk
4614,1100,2029,8466.63,1/1/2023 1:16,1,0,Discover,Suspicious,103,City-22,Retail,Low,47,40-50,Purchase at Merchant-2029,Low Risk
9829,1008,2018,8466.34,1/1/2023 2:43,1,0,Visa,Suspicious,91,City-4,Groceries,Low,41,40-50,Purchase at Merchant-2018,Low Risk
3109,1054,2039,8464.96,1/1/2023 0:51,1,0,Visa,Suspicious,100,City-5,Retail,Low,54,50+,Purchase at Merchant-2039,Low Risk
7745,1021,2031,8463.85,1/1/2023 2:09,1,1,MasterCard,Suspicious,96,City-25,Groceries,high,66,50+,Purchase at Merchant-2031,Low Risk
2554,1059,2055,8462.89,1/1/2023 0:42,1,0,MasterCard,Suspicious,118,City-48,Groceries,Low,30,21-30,Purchase at Merchant-2055,Low Risk
2820,1084,2048,8461.17,1/1/2023 0:46,1,1,Discover,Suspicious,105,City-24,Retail,high,19,0-20,Purchase at Merchant-2048,High Risk
6345,1034,2057,8460.12,1/1/2023 1:45,1,1,Visa,Suspicious,100,City-11,Restaurant,high,23,21-30,Purchase at Merchant-2057,Low Risk
9907,1098,2045,8457.86,1/1/2023 2:45,1,1,Visa,Suspicious,104,City-6,Groceries,high,43,40-50,Purchase at Merchant-2045,High Risk
2590,1050,2100,8456.66,1/1/2023 0:43,1,0,American Express,Suspicious,102,City-6,Gas Station,Low,68,50+,Purchase at Merchant-2100,Low Risk
3728,1021,2036,8456.64,1/1/2023 1:02,1,1,American Express,Suspicious,96,City-28,Groceries,high,31,31-40,Purchase at Merchant-2036,Low Risk
6828,1062,2083,8454.99,1/1/2023 1:53,1,0,Visa,Suspicious,93,City-25,Retail,Low,61,50+,Purchase at Merchant-2083,Low Risk
4894,1013,2093,8454.76,1/1/2023 1:21,1,0,MasterCard,Suspicious,99,City-9,Restaurant,Low,18,0-20,Purchase at Merchant-2093,Low Risk
3511,1014,2079,8452.83,1/1/2023 0:58,1,1,MasterCard,Suspicious,107,City-47,Travel,high,63,50+,Purchase at Merchant-2079,High Risk
7278,1010,2032,8452.33,1/1/2023 2:01,1,1,MasterCard,Suspicious,101,City-27,Gas Station,high,56,50+,Purchase at Merchant-2032,High Risk
1980,1025,2020,8451.95,1/1/2023 0:32,1,1,MasterCard,Suspicious,91,City-3,Groceries,high,40,31-40,Purchase at Merchant-2020,Low Risk
3562,1039,2015,8449.74,1/1/2023 0:59,1,1,Discover,Suspicious,115,City-36,Restaurant,high,23,21-30,Purchase at Merchant-2015,High Risk
8114,1023,2030,8446.17,1/1/2023 2:15,1,0,American Express,Suspicious,106,City-32,Restaurant,Low,66,50+,Purchase at Merchant-2030,Low Risk
9072,1081,2018,8445.4,1/1/2023 2:31,1,0,American Express,Suspicious,97,City-34,Retail,Low,40,31-40,Purchase at Merchant-2018,Low Risk
6860,1001,2001,8444.65,1/1/2023 1:54,1,0,Visa,Suspicious,86,City-30,Retail,Low,39,31-40,Purchase at Merchant-2001,Low Risk
3322,1030,2018,8444.07,1/1/2023 0:55,1,0,MasterCard,Suspicious,87,City-45,Retail,Low,24,21-30,Purchase at Merchant-2018,Low Risk
9273,1052,2014,8443.14,1/1/2023 2:34,1,0,Discover,Suspicious,92,City-2,Restaurant,Low,23,21-30,Purchase at Merchant-2014,Low Risk
6006,1017,2099,8442.6,1/1/2023 1:40,1,1,Discover,Suspicious,100,City-29,Restaurant,high,53,50+,Purchase at Merchant-2099,Low Risk
7901,1001,2083,8439.99,1/1/2023 2:11,1,1,American Express,Suspicious,86,City-14,Restaurant,high,19,0-20,Purchase at Merchant-2083,Low Risk
5670,1062,2016,8439.93,1/1/2023 1:34,1,1,American Express,Suspicious,93,City-48,Travel,high,34,31-40,Purchase at Merchant-2016,Low Risk
7897,1030,2067,8439.91,1/1/2023 2:11,1,0,Discover,Suspicious,87,City-7,Online Shopping,Low,67,50+,Purchase at Merchant-2067,Low Risk
8237,1042,2047,8437.73,1/1/2023 2:17,1,1,Visa,Suspicious,106,City-47,Groceries,high,32,31-40,Purchase at Merchant-2047,High Risk
1174,1089,2083,8437.36,1/1/2023 0:19,1,1,Discover,Suspicious,115,City-10,Groceries,high,62,50+,Purchase at Merchant-2083,High Risk
316,1057,2031,8437.19,1/1/2023 0:05,1,0,American Express,Suspicious,103,City-26,Travel,Low,54,50+,Purchase at Merchant-2031,Low Risk
3160,1023,2004,8436.62,1/1/2023 0:52,1,1,Discover,Suspicious,106,City-22,Travel,high,67,50+,Purchase at Merchant-2004,High Risk
6889,1096,2050,8436.33,1/1/2023 1:54,1,0,American Express,Suspicious,98,City-48,Retail,Low,36,31-40,Purchase at Merchant-2050,Low Risk
9121,1043,2093,8435.81,1/1/2023 2:32,1,0,American Express,Suspicious,96,City-22,Restaurant,Low,44,40-50,Purchase at Merchant-2093,Low Risk
7815,1074,2034,8433.98,1/1/2023 2:10,1,1,MasterCard,Suspicious,126,City-41,Gas Station,high,62,50+,Purchase at Merchant-2034,High Risk
4414,1046,2067,8433.21,1/1/2023 1:13,1,0,Visa,Suspicious,93,City-49,Groceries,Low,19,0-20,Purchase at Merchant-2067,Low Risk
9181,1067,2094,8431.5,1/1/2023 2:33,1,1,Discover,Suspicious,98,City-5,Gas Station,high,47,40-50,Purchase at Merchant-2094,Low Risk
6673,1051,2019,8428.03,1/1/2023 1:51,1,1,Visa,Suspicious,96,City-16,Restaurant,high,40,31-40,Purchase at Merchant-2019,Low Risk
7168,1067,2002,8427.33,1/1/2023 1:59,1,0,Discover,Suspicious,98,City-48,Travel,Low,46,40-50,Purchase at Merchant-2002,Low Risk
6534,1023,2099,8427.27,1/1/2023 1:48,1,0,Visa,Suspicious,106,City-20,Travel,Low,59,50+,Purchase at Merchant-2099,Low Risk
5657,1091,2018,8426.09,1/1/2023 1:34,1,1,Visa,Suspicious,103,City-7,Gas Station,high,67,50+,Purchase at Merchant-2018,High Risk
9814,1098,2057,8426.06,1/1/2023 2:43,1,1,Discover,Suspicious,104,City-44,Travel,high,31,31-40,Purchase at Merchant-2057,High Risk
7415,1007,2059,8425.62,1/1/2023 2:03,1,1,American Express,Suspicious,103,City-5,Travel,high,28,21-30,Purchase at Merchant-2059,High Risk
1732,1074,2032,8422.05,1/1/2023 0:28,1,0,American Express,Suspicious,126,City-45,Online Shopping,Low,24,21-30,Purchase at Merchant-2032,Low Risk
6435,1030,2085,8421.4,1/1/2023 1:47,1,1,American Express,Suspicious,87,City-41,Retail,high,54,50+,Purchase at Merchant-2085,Low Risk
983,1089,2015,8421.04,1/1/2023 0:16,1,0,American Express,Suspicious,115,City-23,Gas Station,Low,18,0-20,Purchase at Merchant-2015,Low Risk
1680,1071,2021,8420.68,1/1/2023 0:27,1,1,Visa,Suspicious,113,City-41,Travel,high,22,21-30,Purchase at Merchant-2021,High Risk
4431,1042,2100,8420.12,1/1/2023 1:13,1,0,Visa,Suspicious,106,City-9,Restaurant,Low,48,40-50,Purchase at Merchant-2100,Low Risk
1546,1054,2098,8419.98,1/1/2023 0:25,1,0,American Express,Suspicious,100,City-35,Restaurant,Low,70,50+,Purchase at Merchant-2098,Low Risk
2545,1070,2083,8419.22,1/1/2023 0:42,1,0,Visa,Suspicious,105,City-50,Online Shopping,Low,60,50+,Purchase at Merchant-2083,Low Risk
5978,1021,2085,8418.56,1/1/2023 1:39,1,1,Discover,Suspicious,96,City-9,Restaurant,high,63,50+,Purchase at Merchant-2085,Low Risk
6563,1087,2014,8417.52,1/1/2023 1:49,1,0,MasterCard,Suspicious,111,City-19,Groceries,Low,44,40-50,Purchase at Merchant-2014,Low Risk
3163,1055,2010,8417.37,1/1/2023 0:52,1,0,MasterCard,Suspicious,90,City-47,Groceries,Low,48,40-50,Purchase at Merchant-2010,Low Risk
2767,1041,2021,8417.35,1/1/2023 0:46,1,1,American Express,Suspicious,107,City-10,Retail,high,58,50+,Purchase at Merchant-2021,High Risk
3880,1055,2010,8414.34,1/1/2023 1:04,1,0,Discover,Suspicious,90,City-9,Online Shopping,Low,46,40-50,Purchase at Merchant-2010,Low Risk
7845,1049,2004,8414.16,1/1/2023 2:10,1,1,American Express,Suspicious,111,City-49,Online Shopping,high,34,31-40,Purchase at Merchant-2004,High Risk
6683,1058,2099,8413.16,1/1/2023 1:51,1,0,MasterCard,Suspicious,105,City-33,Online Shopping,Low,42,40-50,Purchase at Merchant-2099,Low Risk
1248,1025,2019,8412.8,1/1/2023 0:20,1,0,Visa,Suspicious,91,City-50,Online Shopping,Low,29,21-30,Purchase at Merchant-2019,Low Risk
3325,1020,2007,8411.86,1/1/2023 0:55,1,1,MasterCard,Suspicious,107,City-4,Travel,high,44,40-50,Purchase at Merchant-2007,High Risk
8065,1025,2087,8408.31,1/1/2023 2:14,1,0,Discover,Suspicious,91,City-49,Travel,Low,54,50+,Purchase at Merchant-2087,Low Risk
5468,1045,2026,8407.77,1/1/2023 1:31,1,0,MasterCard,Suspicious,96,City-8,Groceries,Low,64,50+,Purchase at Merchant-2026,Low Risk
7687,1100,2054,8407.02,1/1/2023 2:08,1,1,Discover,Suspicious,103,City-32,Gas Station,high,35,31-40,Purchase at Merchant-2054,High Risk
5130,1017,2087,8406.56,1/1/2023 1:25,1,0,Discover,Suspicious,100,City-36,Retail,Low,35,31-40,Purchase at Merchant-2087,Low Risk
8440,1010,2056,8405.91,1/1/2023 2:20,1,0,American Express,Suspicious,101,City-21,Travel,Low,63,50+,Purchase at Merchant-2056,Low Risk
8131,1011,2098,8405.6,1/1/2023 2:15,1,1,American Express,Suspicious,100,City-19,Restaurant,high,51,50+,Purchase at Merchant-2098,Low Risk
9949,1056,2081,8405.42,1/1/2023 2:45,0:00,1,Visa,Suspicious,88,City-2,Groceries,high,51,50+,Purchase at Merchant-2081,Low Risk
8220,1076,2070,8402.36,1/1/2023 2:16,1,1,MasterCard,Suspicious,98,City-15,Gas Station,high,28,21-30,Purchase at Merchant-2070,Low Risk
3834,1084,2057,8399.06,1/1/2023 1:03,1,0,American Express,Suspicious,105,City-33,Gas Station,Low,36,31-40,Purchase at Merchant-2057,Low Risk
705,1082,2066,8396.68,1/1/2023 0:11,1,1,Discover,Suspicious,111,City-45,Groceries,high,61,50+,Purchase at Merchant-2066,High Risk
6105,1079,2011,8395.33,1/1/2023 1:41,1,0,MasterCard,Suspicious,115,City-27,Gas Station,Low,30,21-30,Purchase at Merchant-2011,Low Risk
7929,1042,2002,8394.66,1/1/2023 2:12,1,0,Discover,Suspicious,106,City-31,Travel,Low,42,40-50,Purchase at Merchant-2002,Low Risk
8593,1015,2005,8391.29,1/1/2023 2:23,1,0,Discover,Suspicious,103,City-36,Restaurant,Low,62,50+,Purchase at Merchant-2005,Low Risk
9587,1086,2088,8391.11,1/1/2023 2:39,1,1,American Express,Suspicious,92,City-27,Travel,high,60,50+,Purchase at Merchant-2088,Low Risk
7917,1028,2036,8390.97,1/1/2023 2:11,1,1,American Express,Suspicious,89,City-5,Gas Station,high,65,50+,Purchase at Merchant-2036,Low Risk
4380,1076,2021,8390.91,1/1/2023 1:12,1,1,American Express,Suspicious,98,City-33,Online Shopping,high,68,50+,Purchase at Merchant-2021,Low Risk
5802,1054,2093,8390.57,1/1/2023 1:36,1,1,Visa,Suspicious,100,City-4,Online Shopping,high,36,31-40,Purchase at Merchant-2093,Low Risk
4709,1013,2036,8389.33,1/1/2023 1:18,1,0,Discover,Suspicious,99,City-31,Travel,Low,59,50+,Purchase at Merchant-2036,Low Risk
9113,1072,2045,8388.05,1/1/2023 2:31,1,0,Discover,Suspicious,103,City-25,Online Shopping,Low,70,50+,Purchase at Merchant-2045,Low Risk
3231,1095,2073,8384.92,1/1/2023 0:53,1,1,Visa,Suspicious,103,City-11,Travel,high,39,31-40,Purchase at Merchant-2073,High Risk
6266,1065,2013,8384.81,1/1/2023 1:44,1,1,MasterCard,Suspicious,99,City-4,Gas Station,high,32,31-40,Purchase at Merchant-2013,Low Risk
9453,1074,2077,8384.49,1/1/2023 2:37,1,0,Visa,Suspicious,126,City-11,Gas Station,Low,27,21-30,Purchase at Merchant-2077,Low Risk
2889,1039,2007,8380.23,1/1/2023 0:48,1,1,American Express,Suspicious,115,City-30,Travel,high,54,50+,Purchase at Merchant-2007,High Risk
9590,1013,2049,8380.15,1/1/2023 2:39,1,0,Discover,Suspicious,99,City-15,Travel,Low,31,31-40,Purchase at Merchant-2049,Low Risk
9406,1075,2082,8379.39,1/1/2023 2:36,1,1,Discover,Suspicious,91,City-27,Online Shopping,high,41,40-50,Purchase at Merchant-2082,Low Risk
